uniqueid,dob,sex
16401,04jul2010,1
16402,30oct2004,2
16403,24aug1990,2
16404,06aug1972,1
16405,27aug1913,2
16406,25aug1954,2
16407,21jul1934,2
16408,17jun2007,2
16409,01dec1930,2
16410,31jul1914,2
16411,15jun1952,1
16412,06oct1945,2
16413,28oct1960,1
16414,03jun1969,2
16415,10sep1981,2
16416,05aug1935,1
16417,21sep1922,2
16418,27oct2008,2
16419,30jun1921,2
16420,11jul1914,1
16421,12jan1999,1
16422,17jul1922,1
16423,31mar1930,1
16424,15sep1952,1
16425,18jul1996,1
16426,19apr1961,2
16427,06mar1919,2
16428,14oct2001,2
16429,29jul1958,2
16430,22may1992,2
16431,25jun1997,2
16432,01mar1915,2
16433,15oct1974,2
16434,15oct1950,1
16435,31aug1951,2
16436,24mar2003,2
16437,07apr1976,1
16438,11sep1997,2
16439,18feb1959,2
16440,05may1920,2
16441,19mar1914,1
16442,02jul1979,2
16443,09oct1980,2
16444,26mar1976,1
16445,02oct1991,2
16446,12sep1935,2
16447,17feb1937,2
16448,08oct2010,2
16449,25sep1926,2
16450,17jan2002,2
16451,04feb2010,2
16452,26jun1941,2
16453,21sep1912,1
16454,15mar1982,2
16455,22feb1982,2
16456,20dec2010,1
16457,28apr1938,2
16458,13jun1962,2
16459,07jun1976,1
16460,19mar1985,1
16461,08dec2006,2
16462,03nov1981,1
16463,23aug1953,2
16464,09apr1932,1
16465,30jun1998,1
16466,20apr1923,2
16467,11dec1924,2
16468,30may1946,1
16469,03dec1928,2
16470,22nov1975,1
16471,01aug1990,1
16472,15aug1929,1
16473,11sep1950,2
16474,29feb2004,1
16475,26jun1927,1
16476,17jun1912,1
16477,12oct1957,1
16478,15feb2002,2
16479,18nov1984,2
16480,07oct1954,2
16481,12jun1989,1
16482,21mar1937,1
16483,30mar1937,2
16484,14dec1936,2
16485,10nov2009,1
16486,16mar1987,1
16487,13oct1912,2
16488,14apr2007,2
16489,21feb1992,2
16490,01jan1937,1
16491,10mar1922,1
16492,12aug1938,2
16493,26nov1962,2
16494,10aug1926,2
16495,07dec1975,2
16496,21oct1928,1
16497,15dec1968,1
16498,28nov1956,2
16499,06may1949,2
16500,13oct1954,2
16501,02may1943,2
16502,20aug1914,2
16503,20nov1931,2
16504,23jan1985,2
16505,15may1956,1
16506,28oct2000,2
16507,26jul1957,2
16508,22mar1920,1
16509,11jul1954,1
16510,28mar1955,1
16511,11sep1973,2
16512,05jun1977,1
16513,05may1956,1
16514,02jul1999,2
16515,14sep1981,2
16516,15dec1942,2
16517,28oct1960,1
16518,18sep1917,1
16519,15feb1948,2
16520,18aug1982,1
16521,10may1987,1
16522,11oct1926,1
16523,04may1943,2
16524,04feb1971,2
16525,02dec1988,2
16526,19oct1995,1
16527,31dec1943,2
16528,29jun1965,1
16529,04nov1946,1
16530,13nov1951,1
16531,22feb1988,1
16532,20jun1947,1
16533,04mar1978,1
16534,10mar1953,2
16535,20sep1953,2
16536,16feb1963,1
16537,21apr1931,2
16538,08may1928,1
16539,06apr1937,1
16540,21aug2008,1
16541,20sep1969,2
16542,02jan1959,2
16543,19jul1993,2
16544,12feb1974,1
16545,07mar1917,1
16546,27sep2004,1
16547,23mar1966,1
16548,27mar1978,2
16549,04oct1926,2
16550,11jun1985,2
16551,03feb1986,2
16552,17jul1957,2
16553,10feb1945,1
16554,12oct1910,1
16555,02nov1936,2
16556,24feb1927,2
16557,08apr1964,1
16558,22may1947,2
16559,07jan1994,1
16560,05jan1957,2
16561,28oct2009,2
16562,18oct1930,2
16563,12mar1976,1
16564,21aug1962,2
16565,13apr1966,2
16566,10jun2008,1
16567,25sep2000,1
16568,15feb2005,1
16569,29oct1967,1
16570,25mar1994,1
16571,29oct1931,1
16572,15sep1970,1
16573,07apr1938,2
16574,26oct1920,2
16575,16sep1988,1
16576,03mar1951,2
16577,27sep1994,2
16578,19jul1975,2
16579,18jan1972,2
16580,19sep1996,2
16581,05sep1958,2
16582,24feb1915,2
16583,06jul1948,2
16584,13nov1934,2
16585,12oct1964,1
16586,14jan1926,1
16587,08may1952,2
16588,23sep2006,2
16589,14sep1938,2
16590,18aug1943,2
16591,12oct1984,2
16592,19dec1972,1
16593,26jul1980,2
16594,30aug1946,1
16595,12mar1964,2
16596,21aug1962,1
16597,25sep1976,1
16598,11sep1925,1
16599,31jan1981,1
16600,23oct1957,1
16601,07oct1924,1
16602,06nov2010,2
16603,11dec1973,1
16604,16sep1958,2
16605,26oct1948,2
16606,12feb1997,1
16607,16jun1972,2
16608,19sep1919,2
16609,22aug1948,2
16610,01aug1921,1
16611,29dec1990,2
16612,16dec1921,1
16613,15jun1946,1
16614,16sep1967,1
16615,27apr1949,1
16616,08jan1935,2
16617,10oct2008,2
16618,22sep1988,2
16619,11aug1964,1
16620,10jun1992,1
16621,13jun1992,1
16622,19sep1922,2
16623,04mar1998,1
16624,15nov1960,1
16625,05sep1930,1
16626,08feb1950,2
16627,30nov2011,2
16628,17mar1928,2
16629,08jul1921,1
16630,23nov1987,1
16631,21jan1922,1
16632,16feb1932,2
16633,05nov1960,2
16634,17nov1976,1
16635,13dec1988,1
16636,16jul1987,1
16637,20jun1947,1
16638,29apr1919,2
16639,21jan1995,1
16640,15jul1917,2
16641,27sep1942,2
16642,01mar1976,2
16643,10dec1952,1
16644,17feb1916,1
16645,29apr1968,2
16646,26may1918,1
16647,23jun1940,2
16648,09apr1946,2
16649,17feb2010,1
16650,22jun1957,2
16651,25aug1939,2
16652,14oct1987,1
16653,31jan1963,2
16654,18mar1914,2
16655,20oct1971,2
16656,06dec1911,1
16657,03mar1943,2
16658,25jun1932,2
16659,17aug1936,1
16660,05sep1942,1
16661,30nov1926,2
16662,12mar1942,1
16663,02nov1981,1
16664,31may2005,2
16665,19may1989,2
16666,17sep1977,1
16667,05feb1974,2
16668,16feb1934,1
16669,31mar1995,1
16670,15aug1923,1
16671,15feb1913,1
16672,22nov1913,1
16673,25mar1932,1
16674,11mar2012,2
16675,19jul1973,1
16676,16dec1960,2
16677,29jun1911,2
16678,08oct1957,1
16679,25sep1968,2
16680,20aug1942,2
16681,11may1941,1
16682,23sep1978,2
16683,10oct1928,1
16684,20may1991,1
16685,28apr1942,1
16686,14may1978,2
16687,19may1915,2
16688,23jun1933,1
16689,20may1995,2
16690,16sep1945,2
16691,14apr1941,2
16692,23jun2011,2
16693,13dec1929,1
16694,17apr1910,2
16695,08sep1968,2
16696,06feb1926,1
16697,02mar2005,2
16698,19jul1926,1
16699,08jul1993,2
16700,24sep1953,2
16701,12apr1926,2
16702,30mar1938,1
16703,02dec1998,1
16704,09dec1995,2
16705,29mar1936,2
16706,19aug1946,2
16707,27oct1964,2
16708,29mar1973,2
16709,27sep1950,2
16710,14oct1928,1
16711,04feb1924,2
16712,16oct1957,1
16713,06feb2008,1
16714,26feb2000,2
16715,27jul1989,2
16716,01dec2008,2
16717,25nov1958,2
16718,23aug1920,1
16719,09feb1937,1
16720,24dec1976,2
16721,17mar1995,1
16722,22jun1983,2
16723,11may1921,2
16724,02apr1972,1
16725,13jun2011,2
16726,23jul1998,1
16727,21may1923,1
16728,23mar1945,2
16729,30nov2009,2
16730,21may1977,2
16731,04dec1971,1
16732,12aug1943,1
16733,29mar2003,2
16734,29dec1910,2
16735,20dec1960,1
16736,19aug1991,1
16737,24mar1976,2
16738,30oct1938,2
16739,28nov1978,1
16740,22dec1923,2
16741,30jan1925,2
16742,31jan2002,1
16743,20feb1972,2
16744,17mar1985,1
16745,01apr1992,1
16746,29sep1918,1
16747,27jan2012,1
16748,12dec1998,1
16749,27apr1928,2
16750,19jun1929,1
16751,18feb1982,1
16752,13nov1987,1
16753,23jan1957,2
16754,19jun2012,2
16755,05nov2007,2
16756,13sep1913,2
16757,28dec1965,1
16758,23feb1984,2
16759,26apr2004,2
16760,07nov1986,2
16761,29jan1999,2
16762,18jul1929,2
16763,01feb1943,1
16764,24dec1956,1
16765,25feb1948,1
16766,18feb1961,1
16767,08sep1991,2
16768,06nov1972,2
16769,10feb1952,1
16770,23dec1936,2
16771,31aug1922,2
16772,04apr1957,2
16773,08jul2001,1
16774,05feb1999,2
16775,13aug1955,1
16776,04jan1989,1
16777,17aug1961,1
16778,29may1966,1
16779,21nov1936,2
16780,13feb1930,1
16781,03apr1970,2
16782,15feb1961,1
16783,01apr1958,2
16784,30aug1946,2
16785,31mar1943,1
16786,02may1986,2
16787,07may1985,1
16788,23dec2005,1
16789,11apr1916,2
16790,03feb1980,2
16791,30sep1920,1
16792,03feb1922,1
16793,15jan1991,2
16794,08oct1993,1
16795,02oct1985,2
16796,28jun1955,1
16797,09jul1980,1
16798,22dec1974,2
16799,10jan1985,1
16800,27aug1966,2
16801,16sep1934,2
16802,23nov1976,1
16803,20jul1977,1
16804,06apr1997,1
16805,11apr1996,1
16806,16apr1959,1
16807,16jan1921,1
16808,25oct1995,2
16809,24aug1944,2
16810,20dec1996,2
16811,13may1914,1
16812,22dec1998,1
16813,31aug1970,1
16814,04mar1960,1
16815,13dec1926,2
16816,15apr1950,2
16817,22feb1977,1
16818,04aug1974,2
16819,12sep2006,2
16820,10mar2000,2
16821,02mar1930,2
16822,06jul1938,2
16823,11nov1938,2
16824,08dec1921,1
16825,11apr2001,1
16826,16feb1930,2
16827,26sep1960,1
16828,10sep1935,1
16829,21feb2007,1
16830,04nov1951,1
16831,17oct1962,2
16832,06dec1930,1
16833,03aug2006,1
16834,23feb2000,1
16835,03may1958,1
16836,28oct1950,1
16837,03nov1947,1
16838,06dec2000,2
16839,22jul1982,2
16840,28sep1964,1
16841,29mar1966,2
16842,31jan1935,2
16843,02may1938,2
16844,30sep1962,2
16845,16jul2009,1
16846,09mar1971,2
16847,20oct1938,1
16848,30jul1940,2
16849,12sep1914,1
16850,19feb1914,1
16851,25jan1982,1
16852,08nov1912,2
16853,04may1998,2
16854,04feb2007,2
16855,02oct1938,2
16856,25mar1921,2
16857,18aug1981,2
16858,26jan1915,2
16859,21oct1939,1
16860,13jul1987,2
16861,05jul1982,2
16862,26jan1929,2
16863,27oct2004,1
16864,10jun1987,2
16865,18nov2011,1
16866,11nov1923,2
16867,29jun1961,1
16868,05jul2011,2
16869,21jun1940,1
16870,19aug1945,1
16871,27sep1945,1
16872,02dec1944,2
16873,03oct2010,2
16874,26feb1987,2
16875,07aug1956,2
16876,08may2000,2
16877,07nov1955,1
16878,10jan1913,2
16879,02apr1927,2
16880,01nov1932,2
16881,21sep1991,1
16882,08apr2010,1
16883,19nov1962,1
16884,16jan1923,1
16885,21apr1953,1
16886,13may1955,2
16887,12apr1939,2
16888,23may2003,2
16889,26sep1916,1
16890,13jul2012,2
16891,04dec2001,2
16892,18may1926,1
16893,04mar1992,1
16894,27jun1956,2
16895,05oct1920,1
16896,11aug1965,1
16897,26jun1949,1
16898,11may1922,1
16899,25aug1966,1
16900,04dec1964,1
16901,08jun1993,1
16902,05dec1968,1
16903,05sep2005,2
16904,28may1956,1
16905,27apr1975,1
16906,12oct1939,1
16907,12jul1984,1
16908,20nov1974,2
16909,10apr1968,1
16910,26may2009,2
16911,17sep1936,1
16912,23sep1980,1
16913,20feb1963,2
16914,06jul1954,1
16915,11sep1949,1
16916,28oct1954,1
16917,05mar1967,1
16918,15oct1991,2
16919,25aug1922,1
16920,14dec1994,2
16921,17jan2007,1
16922,11may1951,1
16923,29jan1912,1
16924,09jul1955,1
16925,03feb1983,2
16926,24aug1940,2
16927,09may1943,1
16928,17mar1913,2
16929,22may1942,1
16930,18feb1929,1
16931,01jun1992,1
16932,25oct1964,1
16933,20nov2004,1
16934,18sep2011,1
16935,17may1935,1
16936,03sep2002,1
16937,31may1936,2
16938,27jan1981,1
16939,05sep1960,2
16940,10apr1970,2
16941,07aug1938,2
16942,22oct1977,1
16943,17sep2001,1
16944,12sep1953,2
16945,11dec1918,1
16946,12aug1935,1
16947,03dec2005,2
16948,17jan1941,1
16949,02jan1974,2
16950,28nov1954,2
16951,29mar2011,2
16952,15nov1948,1
16953,22jul1944,2
16954,04jan1920,1
16955,28oct1976,2
16956,25dec1918,1
16957,25dec2003,1
16958,20dec1913,1
16959,30may1987,1
16960,30aug1977,1
16961,30mar1937,2
16962,24may2011,1
16963,20may1937,2
16964,13sep1912,1
16965,31jul1974,2
16966,19mar1990,2
16967,19sep1960,2
16968,16aug1932,1
16969,18nov1917,2
16970,22aug1944,1
16971,29mar1962,2
16972,21dec2006,1
16973,06jan1911,1
16974,31may1943,2
16975,24mar1969,2
16976,19aug1947,2
16977,16may1917,1
16978,01jul1983,1
16979,22jun1924,2
16980,28feb1958,2
16981,24oct1981,1
16982,15dec1967,2
16983,08may1935,2
16984,06feb2001,2
16985,05mar1966,2
16986,30aug1997,2
16987,13sep1999,1
16988,09nov1961,2
16989,20jan1912,2
16990,22jun1989,2
16991,10jul2007,1
16992,25jan1974,2
16993,01nov1931,2
16994,24dec1918,1
16995,23mar1910,1
16996,07jun1946,1
16997,04oct1965,2
16998,09nov1911,1
16999,19nov1940,2
17000,09oct1966,1
17001,14dec1963,1
17002,06feb2007,2
17003,18nov1918,1
17004,28jan1932,1
17005,18aug1923,2
17006,03mar1910,1
17007,11may1946,1
17008,27nov1916,2
17009,20jan1945,2
17010,05oct1976,2
17011,10jun1970,1
17012,28dec1966,1
17013,08jul1945,1
17014,12dec2007,1
17015,29nov1990,2
17016,20jan1973,1
17017,12jul1911,2
17018,28dec1919,1
17019,12sep1956,1
17020,01apr2012,2
17021,15jun1940,1
17022,28sep1957,1
17023,28aug1921,2
17024,04nov1919,1
17025,16aug1993,1
17026,12mar1985,1
17027,09nov1958,2
17028,05apr1985,2
17029,24mar1969,1
17030,23may1989,2
17031,25mar1946,2
17032,15dec2006,1
17033,01sep1979,2
17034,27mar1979,2
17035,11sep1999,1
17036,17nov1988,2
17037,26dec1998,2
17038,14jun1989,2
17039,10aug1916,2
17040,21may1976,1
17041,21may1920,1
17042,11may1929,1
17043,05feb1910,2
17044,05mar1930,2
17045,13dec2003,2
17046,04nov1917,1
17047,20sep2011,1
17048,29jan1989,1
17049,28sep1914,1
17050,17jun1911,2
17051,10nov2005,1
17052,29jul1989,1
17053,02may1945,1
17054,17apr1917,1
17055,24apr1918,1
17056,03jul1989,1
17057,09jan1928,1
17058,10nov1948,2
17059,17jan1980,1
17060,02sep1936,2
17061,09jun1960,2
17062,03jun1950,1
17063,17aug1956,2
17064,22jul1921,2
17065,15aug1944,1
17066,29jan1977,2
17067,14mar1965,2
17068,05jun1994,2
17069,13feb1973,1
17070,28nov1983,2
17071,13feb1972,2
17072,22mar1968,1
17073,27oct1910,1
17074,16nov1959,1
17075,19jan1974,2
17076,07mar1912,1
17077,10aug1974,2
17078,19oct1922,1
17079,23nov1929,1
17080,06aug1921,1
17081,15may1956,2
17082,15jul1913,2
17083,09jul1984,1
17084,18sep1910,1
17085,23dec1970,2
17086,01jan1926,2
17087,27jul1933,1
17088,18jun1968,2
17089,16feb1965,1
17090,14jul1964,2
17091,25dec1950,1
17092,29dec1996,2
17093,26jul1921,1
17094,17mar1970,2
17095,02jul1929,1
17096,19jun1962,1
17097,11jul1937,2
17098,28apr1947,2
17099,31jan1999,1
17100,27aug2007,1
17101,04aug1972,2
17102,29mar1991,2
17103,05apr1925,1
17104,24sep1997,2
17105,05sep2001,2
17106,10jun2005,2
17107,17may1978,1
17108,21sep1959,2
17109,13jul1999,2
17110,31oct1945,2
17111,19jun1932,1
17112,15dec1970,2
17113,16may1999,2
17114,20feb1916,2
17115,27nov1965,2
17116,02jun1963,2
17117,09jan2013,2
17118,30aug1945,1
17119,28jan1936,2
17120,10feb1969,1
17121,14feb2009,1
17122,28mar1921,2
17123,08feb1923,2
17124,27feb1979,2
17125,01nov1979,2
17126,09sep2012,1
17127,10aug2005,1
17128,05jun1951,2
17129,22jan1930,2
17130,12may1975,2
17131,18feb1937,1
17132,28sep1959,2
17133,03oct1933,2
17134,12jul1971,2
17135,04oct1950,2
17136,10jun1975,2
17137,23feb2011,1
17138,20jun1949,1
17139,05may1975,2
17140,08mar1962,2
17141,31jan1910,1
17142,17jan1931,1
17143,21jul1984,2
17144,19may1929,2
17145,10sep1959,1
17146,25sep1935,1
17147,18jun1968,1
17148,12jan1933,2
17149,29nov1947,2
17150,03jul1949,2
17151,04nov1917,1
17152,26nov1935,2
17153,08sep1970,2
17154,13feb1981,2
17155,18jul1966,2
17156,02sep1918,1
17157,31jul1984,1
17158,29nov1941,2
17159,02apr1975,1
17160,25feb2006,2
17161,12apr1970,2
17162,26feb1993,1
17163,16may1953,2
17164,17nov1944,1
17165,13jan1921,1
17166,26may2006,2
17167,09apr2010,2
17168,18dec1914,2
17169,01may2012,2
17170,15jul2008,2
17171,14dec1912,2
17172,14may1941,1
17173,07jul1959,2
17174,22dec1954,2
17175,22may2004,1
17176,18dec2001,2
17177,19jan1948,1
17178,23jul1953,2
17179,30may2004,2
17180,23jul1942,2
17181,04aug1979,1
17182,10jan1946,1
17183,29apr1936,1
17184,06sep1948,1
17185,28nov1927,1
17186,07may1970,2
17187,10jul1937,1
17188,04jan1912,2
17189,08jan1985,2
17190,23may1961,1
17191,28jun2003,1
17192,01aug1962,2
17193,06sep1952,2
17194,14dec1948,1
17195,16jul1941,1
17196,02nov1964,2
17197,26aug1989,2
17198,11aug1993,1
17199,11feb1923,2
17200,28dec1974,2
17201,25jun1916,2
17202,07nov1944,2
17203,24jul1969,1
17204,30may1940,1
17205,17oct1976,2
17206,11nov1987,2
17207,22nov1911,2
17208,17aug1912,1
17209,21aug1986,1
17210,17jul1996,2
17211,29mar1956,2
17212,28may1965,1
17213,28aug2005,2
17214,14nov1957,1
17215,05jan1991,2
17216,18apr1968,2
17217,25oct1974,1
17218,12jan1915,2
17219,03jan2006,1
17220,05jul1955,1
17221,17nov1981,2
17222,12nov1996,1
17223,14sep1933,1
17224,10jan1973,2
17225,27aug1982,1
17226,26mar1980,2
17227,30oct1961,2
17228,17apr1918,1
17229,21jan1915,2
17230,18feb1981,1
17231,18jan1992,2
17232,08nov1984,1
17233,02apr1928,1
17234,06sep1913,2
17235,17aug1950,1
17236,20nov1966,1
17237,05apr1965,1
17238,19nov1954,1
17239,30dec1921,1
17240,19nov1921,1
17241,18sep1963,2
17242,08nov1972,2
17243,13jun1984,1
17244,06aug2006,1
17245,12mar2008,2
17246,23mar1968,2
17247,21oct1913,1
17248,26oct1989,2
17249,20nov1928,2
17250,15oct2004,2
17251,30oct2007,1
17252,19jan1922,1
17253,02jun1991,1
17254,09jan1927,2
17255,02sep1968,2
17256,05feb1999,2
17257,04jan1925,2
17258,10mar1924,1
17259,08feb2008,2
17260,18jun1981,1
17261,10sep1956,2
17262,02mar1967,1
17263,29dec1923,2
17264,06aug1935,1
17265,16jun1969,1
17266,08jul2007,2
17267,30mar1917,1
17268,06jun1973,1
17269,28feb2000,2
17270,28nov1928,2
17271,09oct1983,1
17272,25nov1910,2
17273,12apr1968,2
17274,01oct1931,2
17275,27jul1948,1
17276,16feb1927,2
17277,30nov1918,1
17278,15nov1954,1
17279,25jun1944,1
17280,18aug1924,1
17281,15jan2001,2
17282,07sep1981,2
17283,04jun2000,1
17284,25jan1918,1
17285,04nov1919,2
17286,11oct2009,1
17287,14dec1980,1
17288,02jul2006,1
17289,13feb1942,1
17290,19oct1914,2
17291,05feb1955,2
17292,24sep1973,2
17293,28dec1940,2
17294,15apr1949,2
17295,07jun1969,1
17296,29dec1931,2
17297,02jul1998,1
17298,08sep2006,1
17299,17oct1979,2
17300,28mar1940,2
17301,27may1965,1
17302,25nov1946,1
17303,26oct1940,2
17304,02feb2005,2
17305,20aug1998,2
17306,05mar2009,1
17307,14jan2007,1
17308,02aug1965,1
17309,25jul1989,1
17310,14apr1942,2
17311,06aug1911,1
17312,18mar1939,2
17313,18may1951,1
17314,17jan1997,2
17315,17jan1971,2
17316,31jan1956,1
17317,19dec1985,1
17318,09dec1987,2
17319,08aug1910,2
17320,14sep1964,1
17321,14nov1931,2
17322,17apr1976,1
17323,15oct1976,1
17324,06oct1946,2
17325,03feb1966,1
17326,05apr1998,1
17327,02may2005,1
17328,30aug1962,2
17329,19feb1930,2
17330,29oct1965,2
17331,11dec1926,2
17332,30jun2003,2
17333,27jul1967,2
17334,22apr1936,2
17335,29may1911,1
17336,28jul1940,1
17337,07jul1975,1
17338,30mar1937,2
17339,26jul1958,1
17340,22jan2010,2
17341,07dec1991,1
17342,01jul1977,2
17343,08apr1937,2
17344,29apr1989,1
17345,25jun1985,2
17346,25sep1964,2
17347,07nov1935,2
17348,06jul2003,1
17349,31oct1960,1
17350,22dec1988,1
17351,05jan1915,2
17352,29dec1981,1
17353,17oct1999,2
17354,13nov1935,1
17355,17aug1912,2
17356,05jun1940,2
17357,14apr1925,2
17358,21jun1992,1
17359,18jul1958,2
17360,02aug1946,1
17361,26jun2012,1
17362,13sep1994,1
17363,10mar1984,2
17364,04dec1977,2
17365,20jul1928,1
17366,25jul1996,2
17367,01nov1915,1
17368,20mar1969,2
17369,18dec1923,1
17370,23aug1991,1
17371,09may1916,1
17372,04may1932,1
17373,21jul1942,2
17374,03dec1942,2
17375,26nov1913,2
17376,09jun1974,2
17377,10may1936,2
17378,12aug1934,1
17379,25nov1926,1
17380,17dec1929,1
17381,07dec1930,2
17382,02feb1957,1
17383,27sep1922,1
17384,20jan1994,1
17385,04nov1986,2
17386,10nov1913,1
17387,15aug1986,1
17388,22nov1919,2
17389,03oct1960,1
17390,03jun1985,2
17391,22nov1982,2
17392,04dec1980,1
17393,17sep1981,2
17394,17mar2004,2
17395,27sep1972,1
17396,25apr1920,1
17397,19dec1936,2
17398,02mar1983,1
17399,22mar1926,2
17400,13sep1979,2
17401,08oct1973,2
17402,31mar2007,2
17403,29mar1992,1
17404,27jul1943,2
17405,31jul1936,2
17406,31jan1972,2
17407,05jun1980,2
17408,30nov1998,2
17409,10mar1964,1
17410,27mar1944,2
17411,02jul1947,2
17412,04jun1988,2
17413,26dec1940,1
17414,15mar1976,2
17415,06sep2000,1
17416,13mar1983,1
17417,27aug1953,2
17418,25nov1981,1
17419,21dec2000,1
17420,14feb1910,1
17421,08jan1987,1
17422,20jan1915,1
17423,03feb1913,1
17424,04sep1946,2
17425,03oct2007,1
17426,13oct1925,1
17427,17mar1968,2
17428,05jun1932,2
17429,08mar1938,1
17430,15dec1964,2
17431,11aug1953,1
17432,07oct1948,2
17433,10dec1960,2
17434,11jul1920,2
17435,02aug1964,1
17436,02mar1912,1
17437,06aug1918,2
17438,09jun1917,2
17439,18jun2012,1
17440,21may1972,1
17441,19may1997,1
17442,17feb1972,2
17443,31jul1953,1
17444,25mar1957,2
17445,22sep2009,2
17446,17apr1973,1
17447,18nov1971,1
17448,14jun1963,2
17449,17sep1931,2
17450,23mar1981,2
17451,09feb1927,1
17452,23jun1977,1
17453,21sep2010,2
17454,24may1985,2
17455,27apr1965,2
17456,20nov1971,2
17457,23jun1960,1
17458,18jul1942,2
17459,27feb1954,2
17460,27jul1964,2
17461,25oct1967,1
17462,19mar1917,1
17463,17nov1989,2
17464,15apr1986,1
17465,21sep1967,1
17466,27dec1987,2
17467,16feb1985,2
17468,09mar1969,2
17469,16jan1984,2
17470,06mar2006,2
17471,10mar2010,2
17472,03sep2012,1
17473,04dec1999,1
17474,12jan1913,1
17475,28mar1931,1
17476,21oct1955,2
17477,26dec1956,2
17478,04mar1942,1
17479,11jun1969,2
17480,28jul1918,1
17481,15mar1945,1
17482,21aug1999,2
17483,13sep1980,1
17484,19jan1969,1
17485,16dec1932,1
17486,07jun1973,2
17487,04jul1913,1
17488,24jul2007,1
17489,29jul1910,1
17490,08mar1963,1
17491,28dec1964,2
17492,29may1988,2
17493,23feb2003,2
17494,08mar1945,2
17495,30may1979,2
17496,21jan1956,2
17497,03jan1974,2
17498,29sep1954,2
17499,16jan1946,2
17500,27nov2009,2
17501,08aug1997,2
17502,11sep1985,1
17503,08jul1954,1
17504,24jan1976,2
17505,28nov1997,2
17506,29aug1936,2
17507,21nov1952,2
17508,19sep1920,1
17509,09jun1980,1
17510,18feb1916,1
17511,13nov1920,2
17512,06jun1989,1
17513,25oct1925,1
17514,30may1949,1
17515,01jun1988,2
17516,26jan1962,2
17517,15nov1952,2
17518,19oct1936,2
17519,10jan2000,2
17520,13jan1941,1
17521,01sep1940,2
17522,08jul1993,2
17523,04apr1985,2
17524,09nov1982,2
17525,12sep1966,1
17526,10jul1920,1
17527,05jan2003,1
17528,23jan2002,1
17529,30aug2007,2
17530,22aug2006,2
17531,22may1969,2
17532,04oct1967,1
17533,23may1933,1
17534,10apr2005,1
17535,30sep1960,1
17536,08jan1911,1
17537,02nov1940,2
17538,26oct1936,2
17539,21apr2005,1
17540,06aug1921,1
17541,15sep2007,2
17542,09jul1985,2
17543,23oct1985,1
17544,26dec1957,1
17545,08may1963,1
17546,03apr1925,2
17547,09oct1911,2
17548,29mar1952,2
17549,07jul1917,1
17550,20jul1980,1
17551,07aug1996,2
17552,02may1937,1
17553,09jan1968,2
17554,20jun1926,1
17555,17oct1921,2
17556,30aug1950,2
17557,22jan1985,2
17558,12dec2005,2
17559,04dec1915,2
17560,27mar1948,1
17561,26jan1911,2
17562,16mar1939,2
17563,20jun1956,1
17564,04aug1975,2
17565,21nov1950,1
17566,13aug1975,2
17567,20mar2011,2
17568,09oct1981,1
17569,13jan1947,1
17570,11apr1995,2
17571,23may1983,2
17572,11mar1968,1
17573,05jul1943,2
17574,25nov1962,1
17575,13dec1961,2
17576,06sep1934,2
17577,18may1932,1
17578,04sep1941,1
17579,12feb1954,1
17580,24nov1970,2
17581,21dec2009,2
17582,27feb1999,1
17583,28apr1910,1
17584,04dec1942,1
17585,13jan1929,2
17586,07nov1932,2
17587,17jul1947,1
17588,13nov1943,1
17589,22jul1929,1
17590,05nov1966,2
17591,11apr1910,2
17592,12feb1976,2
17593,20mar1955,1
17594,17jan1977,1
17595,11aug1993,2
17596,27feb1917,2
17597,13nov1937,2
17598,13dec2011,2
17599,24dec1944,2
17600,10aug1934,1
17601,28jul2009,1
17602,31oct1978,2
17603,30may2007,2
17604,17jul1941,2
17605,17mar2000,2
17606,22dec2012,1
17607,12jul1987,2
17608,23feb1943,1
17609,23nov2009,2
17610,15jan1941,2
17611,07oct1981,2
17612,26dec1964,1
17613,13jul1969,2
17614,13jan1913,1
17615,19mar1957,1
17616,11may2005,2
17617,22jan1912,2
17618,13mar1919,2
17619,26feb1986,1
17620,05jan1965,2
17621,26jan1933,1
17622,12aug1998,1
17623,06nov1982,1
17624,26dec1952,2
17625,15jun1961,1
17626,27may1921,2
17627,15nov1943,2
17628,11sep1982,1
17629,23feb1930,1
17630,26jun1950,1
17631,31mar1963,1
17632,11jul1960,1
17633,02jul1981,2
17634,18apr1987,2
17635,24may1953,1
17636,13jul1915,1
17637,02sep2009,2
17638,11nov1976,2
17639,02sep1951,2
17640,18apr1976,2
17641,07feb1912,1
17642,12may1974,2
17643,25may1933,2
17644,03jul1951,1
17645,26apr2010,2
17646,04apr1967,2
17647,30oct1963,1
17648,07mar1996,2
17649,15aug1913,1
17650,18feb1965,2
17651,23sep1956,2
17652,15sep1999,1
17653,15mar2003,2
17654,04jul1971,1
17655,03jul1984,1
17656,30apr2004,1
17657,14mar1925,2
17658,27dec1961,2
17659,27oct1994,1
17660,28jun1992,1
17661,29may1925,2
17662,04jun1924,2
17663,18dec1999,2
17664,30jul1955,1
17665,19jun1991,1
17666,26sep1939,2
17667,30sep1994,2
17668,25jun1974,1
17669,16mar1915,2
17670,01feb1962,2
17671,28aug1969,2
17672,23mar1938,1
17673,13feb1976,2
17674,12feb1922,2
17675,16jun1947,1
17676,28feb1912,2
17677,15nov1942,2
17678,23nov1991,2
17679,16oct1963,1
17680,12dec1931,2
